,please',call',stella',ask',her',to',bring',these',things',with',from',the',store',six',spoons',of',fresh',snow',peas',five',thick',slabs',blue',cheese',and',maybe',a',snack',for',brother',bob',we',also',need',small',plastic',snake',big',toy',frog',kids',she',can',scoop',into',three',red',bags',will',go',meet',wednesday',at',train',station'],
Original,4,4,4,4,16,4,4,7,8,4,5,14,4,4,4,8,4,4,4,4,4,4,4,4,12,4,11,4,7,4,4,7,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,
['10',4,4,4,4,16,4,4,7,8,4,5,15,4,4,4,8,4,4,4,4,4,4,4,4,11,4,10,4,7,4,4,7,3,4,4,4,4,4,3,4,4,4,3,1,4,4,4,4,4,4,4,4,4,4,4,
['8',3,2,3,2,14,4,4,7,8,4,5,13,4,5,4,8,4,4,4,4,3,4,4,3,12,4,11,4,7,4,4,6,3,4,4,4,4,4,3,4,3,4,3,2,4,4,4,4,3,4,4,4,4,4,4,
['6',2,2,3,4,16,4,4,7,8,4,5,15,4,5,4,7,4,4,4,4,3,4,4,3,12,4,11,4,7,4,4,7,3,4,4,4,4,4,3,4,3,4,3,2,4,4,4,4,4,4,4,4,4,4,4,
['4',1,1,2,2,13,4,4,6,8,4,5,15,4,4,4,8,4,4,4,4,3,4,4,3,11,4,11,4,8,4,4,7,5,4,4,4,4,4,3,3,4,3,3,2,4,4,4,4,4,3,4,4,4,4,4,
['2',2,1,2,2,14,4,4,6,8,4,5,11,4,4,4,8,4,4,4,4,3,4,4,3,13,4,12,4,7,4,4,6,4,4,4,4,4,4,3,4,3,2,2,1,4,4,4,4,3,4,4,4,3,3,3,
Drops,3,3,2,2,3,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,2,2,2,0,0,0,0,1,1,0,0,1,1,1,0.6727272727
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gujarati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gujarati
Original,5,4,4,1,12,4,4,6,7,4,4,12,4,4,3,7,3,3,3,3,3,3,4,4,13,4,12,4,8,4,4,8,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,4,4,3,2,3,4,4,
['10',4,4,4,1,12,4,4,5,7,4,4,13,4,4,3,6,3,3,3,4,2,2,3,3,12,4,12,4,8,4,4,6,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,4,3,4,3,3,4,4,4,
['8',3,3,4,1,10,4,4,5,6,3,4,13,4,4,2,5,2,2,2,3,2,2,2,2,13,4,12,4,9,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,4,1,4,3,4,2,1,2,2,2,
['6',4,4,4,1,11,4,4,5,8,3,4,14,5,4,2,6,3,3,3,3,2,2,2,2,13,4,12,4,8,4,4,5,4,4,4,4,4,4,4,3,3,3,4,3,4,4,3,4,3,4,3,3,3,3,3,
['4',3,3,4,1,10,5,4,4,7,4,4,15,4,3,1,4,2,2,2,3,2,2,2,2,11,4,11,4,9,4,4,6,4,4,4,4,4,3,3,3,3,1,3,3,1,3,2,2,3,3,3,2,3,3,3,
['2',3,3,3,2,10,5,2,3,6,3,4,13,4,4,1,6,2,2,2,4,2,2,2,2,12,4,11,4,8,4,4,6,4,4,4,4,4,3,3,2,3,0,3,0,1,2,1,2,3,3,2,0,0,0,1,
Drops,2,1,1,0,2,0,2,3,1,1,0,0,0,1,2,3,1,1,1,0,1,1,2,2,2,0,1,0,0,0,0,4,0,0,0,0,0,1,1,2,1,4,1,3,3,1,2,2,1,1,1,2,3,4,3,1.290909091
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indonesian
Original,4,4,4,4,16,4,4,7,7,5,4,12,4,4,4,8,4,4,4,4,4,4,4,4,12,4,12,4,8,3,3,8,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,2,4,4,4,4,4,4,4,
['10',4,4,4,4,16,4,4,8,8,4,4,13,4,5,4,8,4,4,4,4,3,3,4,4,11,4,12,4,8,3,3,8,4,4,4,4,4,4,4,4,4,1,3,2,3,4,4,4,4,4,4,4,4,4,4,
['8',3,4,4,4,16,4,4,5,6,4,4,14,4,4,4,8,4,4,4,4,4,4,4,4,10,4,12,4,8,3,3,8,4,4,4,4,4,4,4,4,4,1,4,2,2,2,2,2,3,4,4,4,4,4,4,
['6',4,3,3,4,16,5,4,6,6,4,4,13,4,5,4,8,4,4,4,4,3,3,4,4,11,4,12,4,8,3,3,8,4,4,4,4,4,4,4,4,3,1,3,1,2,3,3,3,4,4,4,4,4,3,3,
['4',1,3,2,2,15,4,4,6,6,4,4,13,4,5,4,8,4,4,4,4,3,3,4,4,10,4,12,4,8,3,3,8,4,4,4,4,4,4,4,4,4,0,3,0,1,2,2,2,4,4,4,4,5,4,3,
['2',4,3,3,3,16,5,4,5,6,4,4,15,3,3,2,9,3,3,3,4,3,3,4,4,11,4,12,4,7,3,3,7,4,4,4,4,4,4,3,3,3,0,2,0,2,2,3,2,3,4,4,4,4,3,3,
Drops,3,1,2,2,1,0,0,2,1,1,0,0,1,1,2,0,1,1,1,0,1,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,3,2,3,3,2,2,0,1,0,0,0,0,1,1,0.8545454545
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Korean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Korean
Original,4,4,4,3,11,5,4,7,7,5,4,14,4,4,2,6,3,3,3,3,1,1,3,2,11,4,14,4,7,4,4,6,4,4,4,4,4,4,4,3,1,2,2,0,3,3,3,2,2,3,4,4,4,4,4,
['10',1,2,1,0,6,5,2,3,4,3,3,13,3,6,1,6,2,2,2,3,1,1,2,1,11,3,14,4,8,4,4,5,3,4,5,4,4,4,3,2,1,2,2,0,3,3,3,2,3,3,4,4,4,4,4,
['8',1,2,1,0,5,5,2,2,3,1,4,14,3,6,1,5,1,1,1,3,1,1,2,1,9,3,12,3,8,4,4,5,3,4,5,3,3,2,2,1,1,2,2,0,3,3,3,3,3,2,3,3,3,3,3,
['6',0,2,0,0,5,2,1,2,3,1,2,13,2,5,0,3,0,0,0,4,0,0,2,1,10,3,10,4,12,4,3,5,3,3,3,3,3,2,2,1,1,2,2,0,3,3,2,2,2,4,3,4,4,3,3,
['4',0,2,0,0,3,1,1,1,1,2,2,15,1,4,0,4,1,1,1,3,1,1,2,1,8,3,10,3,12,4,4,5,3,3,4,3,3,1,1,1,1,2,3,0,3,3,1,1,3,2,2,2,3,3,3,
['2',0,2,0,0,1,3,1,2,2,1,1,12,1,6,0,1,0,0,0,5,0,0,1,1,9,3,11,3,8,2,2,5,3,4,3,3,3,2,1,1,1,1,2,0,3,5,3,2,2,2,1,2,4,2,2,
Drops,4,2,4,3,10,4,3,6,6,4,3,2,3,0,2,5,3,3,3,0,1,1,2,1,3,1,4,1,0,2,2,1,1,1,1,1,1,3,3,2,0,1,0,0,0,0,2,1,0,1,3,2,1,2,2,2.127272727
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Russian
Original,4,4,4,2,13,4,4,6,7,4,4,15,4,5,4,7,4,4,3,4,1,3,4,4,12,4,10,4,7,4,3,8,4,4,4,4,4,5,3,3,3,4,4,3,3,3,2,2,4,4,4,4,4,4,4,
['10',3,3,4,2,12,5,4,6,6,3,4,17,4,4,3,6,4,4,4,2,1,1,2,3,11,4,11,4,8,3,3,8,4,5,4,4,4,4,2,2,3,3,3,2,3,4,3,3,4,4,3,3,4,4,4,
['8',5,4,3,1,11,6,4,5,6,3,3,18,3,3,2,6,3,3,3,2,1,1,1,2,11,4,9,4,10,3,3,7,4,3,3,3,3,3,2,2,3,1,3,1,2,3,3,2,5,5,3,3,4,4,4,
['6',3,4,3,1,10,4,3,4,4,4,3,21,3,2,2,4,3,3,3,2,1,1,1,2,9,3,9,3,8,3,2,8,4,4,4,4,4,5,2,2,3,2,3,1,2,4,2,2,4,4,3,3,4,3,3,
['4',5,4,3,0,8,3,3,3,3,2,4,18,2,2,1,5,3,3,3,2,1,1,1,2,9,3,8,3,7,3,3,8,3,3,3,2,2,3,2,2,3,1,3,1,2,4,2,2,6,3,3,3,4,3,3,
['2',4,3,2,0,8,4,2,3,3,2,3,17,2,2,0,3,3,3,2,3,1,1,1,2,9,4,10,4,9,3,2,8,3,3,2,2,2,2,2,2,3,1,2,1,2,7,2,2,5,4,4,4,4,3,3,
Drops,1,1,2,2,5,1,2,3,4,2,1,0,2,3,4,4,1,1,1,2,0,2,3,2,3,1,2,1,0,1,1,1,1,1,2,2,2,3,1,1,0,3,2,2,1,0,0,0,0,1,1,1,0,1,1,1.545454545
