,please',call',stella',ask',her',to',bring',these',things',with',from',the',store',six',spoons',of',fresh',snow',peas',five',thick',slabs',blue',cheese',and',maybe',a',snack',for',brother',bob',we',also',need',small',plastic',snake',big',toy',frog',kids',she',can',scoop',into',three',red',bags',will',go',meet',wednesday',at',train',station'],
Drops,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.05454545455
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Original,4,4,4,4,16,4,4,7,8,4,5,14,4,4,4,8,4,4,4,4,4,4,4,4,12,4,11,4,7,4,4,7,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,
['2.0',4,4,4,4,16,4,4,7,8,4,5,14,4,4,4,8,4,4,4,4,4,4,4,4,12,4,11,4,7,4,4,7,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,
['0.5',4,4,4,4,16,4,4,7,8,4,5,14,4,4,4,8,4,4,4,4,4,4,4,4,12,4,11,4,7,4,4,7,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,
['0.4',4,4,4,4,16,4,4,7,8,4,5,14,4,4,4,8,4,4,4,4,4,4,4,4,12,4,11,4,7,4,4,7,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,
['0.3',4,4,4,4,16,4,4,7,8,4,5,14,4,4,4,8,4,4,4,4,4,4,4,4,12,4,11,4,7,4,4,7,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,
['0.2',4,4,4,4,16,4,4,7,8,4,5,14,4,4,4,8,4,4,4,4,4,4,4,4,12,4,11,4,7,4,4,7,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,
['0.1',4,4,4,3,15,4,4,7,8,4,5,14,4,4,4,8,4,4,4,4,4,4,4,4,12,4,11,4,7,4,4,7,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,
Drops,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03636363636
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gujarati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Original,5,4,4,1,12,4,4,6,7,4,4,12,4,4,3,7,3,3,3,3,3,3,4,4,13,4,12,4,8,4,4,8,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,4,4,3,2,3,4,4,
['2.0',5,4,4,1,12,4,4,6,7,4,4,12,4,4,3,7,3,3,3,3,3,3,4,4,13,4,12,4,8,4,4,8,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,4,4,3,2,3,4,4,
['0.5',5,4,4,1,12,4,4,6,7,4,4,12,4,4,3,7,3,3,3,3,3,3,4,4,13,4,12,4,8,4,4,8,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,4,4,3,2,3,4,4,
['0.4',5,4,4,1,12,4,4,6,7,4,4,12,4,4,3,7,3,3,3,3,3,3,4,4,13,4,12,4,8,4,4,8,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,4,4,3,2,3,4,4,
['0.3',5,4,4,1,12,4,4,6,7,4,4,12,4,4,3,7,3,3,3,3,3,3,4,4,13,4,12,4,8,4,4,8,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,4,4,3,2,3,4,4,
['0.2',4,3,4,1,12,4,4,6,8,4,4,13,4,4,3,7,3,3,3,3,3,3,4,4,13,4,12,4,8,4,4,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,3,4,4,
['0.1',4,3,4,1,12,4,4,6,8,4,4,13,4,4,3,7,3,3,3,3,3,3,4,4,13,4,12,4,8,4,4,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,3,4,4,
Drops,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03636363636
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Original,4,4,4,4,16,4,4,7,7,5,4,12,4,4,4,8,4,4,4,4,4,4,4,4,12,4,12,4,8,3,3,8,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,2,4,4,4,4,4,4,4,
['2.0',4,4,4,4,16,4,4,7,7,5,4,12,4,4,4,8,4,4,4,4,4,4,4,4,12,4,12,4,8,3,3,8,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,2,4,4,4,4,4,4,4,
['0.5',4,4,4,4,16,4,4,7,7,5,4,12,4,4,4,8,4,4,4,4,4,4,4,4,12,4,12,4,8,3,3,8,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,2,4,4,4,4,4,4,4,
['0.4',4,4,4,4,16,4,4,7,7,5,4,12,4,4,4,8,4,4,4,4,4,4,4,4,12,4,12,4,8,3,3,8,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,2,4,4,4,4,4,4,4,
['0.3',4,4,4,4,16,4,4,7,7,5,4,12,4,4,4,8,4,4,4,4,4,4,4,4,12,4,12,4,8,3,3,8,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,2,4,4,4,4,4,4,4,
['0.2',4,4,4,4,16,4,4,7,7,5,4,12,4,4,4,8,4,4,4,4,4,4,4,4,12,4,12,4,8,3,3,8,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,2,4,4,4,4,4,4,4,
['0.1',4,4,4,4,16,4,4,7,7,5,4,12,4,4,4,8,4,4,4,4,4,4,4,4,12,4,12,4,8,3,3,8,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,2,4,4,4,4,4,4,4,
Drops,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Korean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Original,4,4,4,3,11,5,4,7,7,5,4,14,4,4,2,6,3,3,3,3,1,1,3,2,11,4,14,4,7,4,4,6,4,4,4,4,4,4,4,3,1,2,2,0,3,3,3,2,2,3,4,4,4,4,4,
['2.0',4,4,4,3,11,5,4,7,7,5,4,14,4,4,2,6,3,3,3,3,1,1,3,2,11,4,14,4,7,4,4,6,4,4,4,4,4,4,4,3,1,2,2,0,3,3,3,2,2,3,4,4,4,4,4,
['0.5',4,4,4,3,11,5,4,7,7,5,4,14,4,4,2,6,3,3,3,3,1,1,3,2,11,4,14,4,7,4,4,6,4,4,4,4,4,4,4,3,1,2,2,0,3,3,3,2,2,3,4,4,4,4,4,
['0.4',4,4,4,3,11,5,4,7,7,5,4,14,4,4,2,6,3,3,3,3,1,1,3,2,11,4,14,4,7,4,4,6,4,4,4,4,4,4,4,3,1,2,2,0,3,3,3,2,2,3,4,4,4,4,4,
['0.3',4,4,4,3,11,5,4,7,7,5,4,15,4,4,2,6,3,3,3,3,1,1,3,2,11,4,14,4,7,4,4,6,4,4,4,4,4,4,4,3,1,2,2,0,3,3,3,2,2,3,4,4,4,4,4,
['0.2',4,4,4,3,12,5,4,7,7,5,4,15,4,4,2,6,3,3,3,3,1,1,3,2,11,4,13,4,7,4,4,6,4,4,4,4,4,4,4,3,1,2,2,0,3,3,3,2,2,3,4,4,4,4,4,
['0.1',4,4,4,2,11,5,4,8,7,5,4,15,4,4,2,6,3,3,3,4,1,1,3,2,11,4,13,4,7,4,4,6,4,4,4,4,4,4,4,3,1,2,3,0,4,3,3,2,2,3,4,4,4,4,4,
Drops,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03636363636
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Original,4,4,4,2,13,4,4,6,7,4,4,15,4,5,4,7,4,4,3,4,1,3,4,4,12,4,10,4,7,4,3,8,4,4,4,4,4,5,3,3,3,4,4,3,3,3,2,2,4,4,4,4,4,4,4,
['2.0',4,4,4,2,13,4,4,6,7,4,4,15,4,5,4,7,4,4,3,4,1,3,4,4,12,4,10,4,7,4,3,8,4,4,4,4,4,5,3,3,3,4,4,3,3,3,2,2,4,4,4,4,4,4,4,
['0.5',4,4,4,2,13,4,4,6,7,4,4,15,4,5,4,7,4,4,3,4,1,3,4,4,12,4,10,4,7,4,3,8,4,4,4,4,4,5,3,3,3,4,4,3,3,3,2,2,4,4,4,4,4,4,4,
['0.4',4,4,4,2,13,4,4,6,7,4,4,15,4,5,4,7,4,4,3,4,1,3,4,4,12,4,10,4,7,4,3,8,4,4,4,4,4,5,3,3,3,4,4,3,3,3,2,2,4,4,4,4,4,4,4,
['0.3',4,4,4,2,13,4,4,6,7,4,4,15,4,5,4,7,4,4,3,4,1,3,4,4,12,4,10,4,7,4,3,8,4,4,4,4,4,5,3,3,3,4,4,3,3,3,2,2,4,4,4,4,4,4,4,
['0.2',4,4,4,2,13,4,4,6,7,4,4,15,4,5,4,7,4,4,3,4,1,3,4,4,12,4,10,4,7,4,3,8,4,4,4,4,4,5,3,3,3,4,4,3,3,3,2,2,4,4,4,4,4,4,4,
['0.1',4,4,4,2,13,4,4,6,7,4,4,15,4,6,4,7,4,4,3,3,0,2,4,4,11,4,10,4,7,4,3,8,4,4,4,4,4,5,3,3,3,4,4,3,3,3,2,2,4,4,4,4,4,4,4,
Drops,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07272727273
