,please',call',stella',ask',her',to',bring',these',things',with',from',the',store',six',spoons',of',fresh',snow',peas',five',thick',slabs',blue',cheese',and',maybe',a',snack',for',brother',bob',we',also',need',small',plastic',snake',big',toy',frog',kids',she',can',scoop',into',three',red',bags',will',go',meet',wednesday',at',train',station'],
Original,4,4,4,4,16,4,4,7,8,4,5,14,4,4,4,8,4,4,4,4,4,4,4,4,12,4,11,4,7,4,4,7,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,
['5',4,4,4,3,15,4,4,7,8,4,5,14,4,4,4,8,4,4,4,4,4,4,4,4,12,4,11,4,7,4,4,7,3,4,4,4,4,4,4,4,4,3,3,2,4,4,4,4,4,4,4,4,4,4,4,
['10',4,4,4,4,15,4,4,8,8,4,5,13,4,4,3,8,4,4,4,4,4,4,4,4,12,4,12,4,7,4,4,7,3,4,4,4,4,4,3,4,4,3,3,2,4,4,4,4,4,4,4,4,4,4,4,
['15',4,4,4,4,16,4,4,7,8,4,4,14,4,4,4,8,4,4,4,4,4,4,4,4,12,4,10,4,8,4,4,5,3,4,4,4,4,4,3,4,4,4,3,2,4,4,4,4,2,4,4,4,4,4,4,
['20',4,4,4,3,14,4,4,7,8,4,5,14,4,4,4,8,4,4,4,4,4,4,4,3,12,4,12,4,7,4,4,6,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,
['25',4,4,4,3,15,4,4,7,8,4,5,13,4,4,3,7,4,4,4,4,3,4,4,4,12,4,12,4,7,4,4,5,3,3,4,4,4,4,2,4,4,4,3,3,3,4,4,4,3,3,4,4,4,4,4,
Drops,0,0,0,1,2,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,2,0,0,1,1,1,1,0,0,0,2,1,0,0,0,0,0,0.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gujarati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Original,5,4,4,1,12,4,4,6,7,4,4,12,4,4,3,7,3,3,3,3,3,3,4,4,13,4,12,4,8,4,4,8,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,4,4,3,2,3,4,4,
[5',5,4,4,2,12,4,4,6,7,4,4,12,4,4,3,7,3,3,3,3,3,3,4,4,13,4,13,4,8,4,4,8,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,4,4,3,3,3,4,4,
['10',5,4,4,1,11,4,4,6,8,4,4,14,4,4,3,7,3,3,3,3,3,3,4,4,14,4,12,4,8,4,4,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,3,4,4,
['15',4,4,4,1,12,4,4,6,8,4,4,12,4,4,3,5,3,3,3,4,2,2,4,4,12,4,11,4,9,4,4,7,4,4,4,4,4,4,3,3,3,4,4,4,4,4,3,4,3,4,3,2,3,4,4,
['20',5,4,4,1,12,4,4,6,7,4,4,13,4,4,3,7,3,3,3,2,2,3,4,4,14,4,12,4,8,4,4,5,4,4,4,4,4,4,3,2,4,4,4,3,4,2,2,4,2,3,3,2,3,4,4,
['25',6,4,4,1,10,5,4,6,6,4,4,13,4,3,2,6,2,2,2,2,2,3,3,3,12,4,12,4,8,4,4,5,4,5,4,4,4,4,2,2,4,4,4,3,3,3,2,3,3,1,1,1,3,4,4,
Drops,1,0,0,0,2,0,0,0,1,0,0,0,0,1,1,2,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,3,0,0,0,0,0,0,2,2,1,0,0,0,1,1,1,1,2,3,2,1,0,0,0,0.6909090909
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Original,4,4,4,4,16,4,4,7,7,5,4,12,4,4,4,8,4,4,4,4,4,4,4,4,12,4,12,4,8,3,3,8,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,2,4,4,4,4,4,4,4,
['5',4,4,4,4,16,5,4,7,7,4,4,12,4,4,4,9,4,4,4,4,4,4,4,4,12,4,12,4,8,3,3,8,4,4,4,4,4,4,4,4,4,3,4,3,3,4,3,2,4,4,4,4,4,4,4,
['10',4,4,4,4,16,5,4,7,7,4,4,12,4,4,4,8,4,4,4,4,4,4,4,4,12,4,12,4,8,3,3,8,4,4,4,4,4,4,4,4,3,2,4,2,3,4,3,3,4,4,4,4,4,4,4,
['15',4,4,4,4,15,5,4,6,7,4,4,13,4,5,3,8,4,4,4,4,3,3,4,4,12,4,11,3,8,3,3,8,4,4,4,4,5,3,3,3,3,3,4,2,3,4,3,2,4,4,4,4,4,4,4,
['20',4,4,4,4,16,5,4,7,8,4,4,12,4,4,4,9,4,4,4,4,4,4,4,4,12,4,12,4,8,3,3,7,4,4,4,4,4,4,3,2,3,3,3,2,3,4,3,2,3,4,4,3,4,4,4,
['25',5,4,4,4,14,4,4,6,7,5,3,8,3,5,3,8,4,4,4,4,3,3,4,4,12,4,10,3,7,3,3,7,4,4,4,4,4,3,1,1,2,1,2,1,4,4,4,2,2,4,4,4,5,3,3,
Drops,0,0,0,0,2,0,0,1,0,1,1,4,1,0,1,0,0,0,0,0,1,1,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,1,3,3,2,2,2,2,1,0,1,0,2,0,0,1,0,1,1,0.7272727273
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Korean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Original,4,4,4,3,11,5,4,7,7,5,4,14,4,4,2,6,3,3,3,3,1,1,3,2,11,4,14,4,7,4,4,6,4,4,4,4,4,4,4,3,1,2,2,0,3,3,3,2,2,3,4,4,4,4,4,
['5',4,5,4,1,8,5,4,5,7,5,2,12,3,5,2,6,3,3,3,3,1,1,3,3,13,4,13,4,7,4,4,5,3,4,4,4,4,4,4,3,2,3,1,1,3,3,3,2,2,1,2,3,4,4,4,
['10',4,6,4,1,9,5,4,6,7,4,4,13,4,4,1,5,1,1,1,3,2,2,3,2,13,4,16,4,8,4,4,6,3,4,5,4,4,4,4,3,1,2,2,0,3,4,3,3,2,1,2,3,4,4,4,
['15',5,5,4,2,7,4,3,3,5,4,4,17,4,5,2,9,2,2,3,2,1,1,3,2,10,4,15,4,6,4,4,3,2,3,3,4,3,4,3,2,1,2,2,0,2,2,2,2,1,2,3,3,3,3,3,
['20',4,4,4,1,9,3,3,6,7,3,3,16,4,3,1,6,2,2,2,3,2,2,3,3,10,4,12,4,6,4,3,5,2,2,3,3,2,2,2,2,1,0,1,0,2,2,2,1,3,1,3,4,4,4,4,
['25',4,3,3,1,5,3,2,3,3,2,3,15,3,4,2,8,2,2,2,3,1,1,2,2,12,4,14,4,6,4,3,3,2,2,3,3,3,2,2,1,1,2,0,0,3,4,3,2,0,2,1,1,4,4,4,
Drops,0,1,1,2,6,2,2,4,4,3,2,2,1,1,1,1,2,2,2,1,0,0,1,0,1,0,2,0,1,0,1,3,2,2,1,1,2,2,2,2,0,2,2,0,1,1,1,1,2,2,3,3,1,1,1,1.527272727
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Original,4,4,4,2,13,4,4,6,7,4,4,15,4,5,4,7,4,4,3,4,1,3,4,4,12,4,10,4,7,4,3,8,4,4,4,4,4,5,3,3,3,4,4,3,3,3,2,2,4,4,4,4,4,4,4,
['5',4,4,4,2,13,4,4,6,7,5,4,16,4,4,4,7,4,4,3,4,2,3,4,4,12,4,9,4,7,4,3,8,4,4,4,4,4,4,3,3,3,4,4,3,3,3,2,2,4,4,4,4,4,4,4,
['10',4,4,4,2,13,4,4,6,6,4,4,16,4,4,4,7,4,4,3,2,1,2,3,4,11,4,10,4,6,4,3,8,4,4,4,4,4,4,2,2,3,4,4,3,3,3,2,2,4,4,4,4,4,4,4,
['15',5,4,4,2,14,4,4,6,6,4,4,15,4,5,3,5,3,3,3,2,0,0,4,4,11,4,10,4,7,4,4,7,4,4,4,4,4,4,3,3,3,3,3,2,3,3,2,2,4,4,4,4,4,4,4,
['20',4,4,4,2,13,4,4,7,7,4,4,16,4,4,3,6,3,3,3,2,1,1,2,4,11,4,10,4,7,4,4,8,4,4,4,4,4,3,3,3,3,2,1,1,2,3,2,2,4,4,4,4,4,4,4,
['25',4,4,4,2,13,5,4,6,5,4,4,14,4,4,3,6,4,4,4,2,1,1,2,4,8,3,11,3,7,4,4,5,4,4,4,4,4,2,2,2,3,0,0,0,2,4,2,3,3,3,4,4,4,4,4,
Drops,0,0,0,0,0,0,0,0,2,0,0,1,0,1,1,2,1,1,0,2,1,3,2,0,4,1,1,1,1,0,0,3,0,0,0,0,0,3,1,1,0,4,4,3,1,0,0,0,1,1,0,0,0,0,0,0.8545454545
