,please',call',stella',ask',her',to',bring',these',things',with',from',the',store',six',spoons',of',fresh',snow',peas',five',thick',slabs',blue',cheese',and',maybe',a',snack',for',brother',bob',we',also',need',small',plastic',snake',big',toy',frog',kids',she',can',scoop',into',three',red',bags',will',go',meet',wednesday',at',train',station'],
Original,4,4,4,3,16,5,4,8,8,5,4,13,4,2,1,6,4,4,4,2,3,3,4,4,11,4,10,4,8,4,3,6,3,3,4,4,4,4,4,2,4,5,4,1,4,4,4,3,3,4,4,4,5,4,4,
['0.9',4,3,3,4,16,6,4,7,7,4,4,14,4,2,1,6,4,4,4,2,3,3,3,4,9,4,9,4,8,4,3,6,3,4,4,4,4,4,3,5,4,4,4,2,4,4,4,3,3,4,4,4,4,4,4,
['0.8',3,3,3,2,13,4,4,7,7,4,4,14,4,2,1,6,3,3,3,2,2,2,3,3,10,4,8,2,8,4,3,5,3,3,4,4,2,4,3,3,3,2,3,2,3,2,3,3,3,4,3,4,3,4,4,
['0.7',2,2,2,2,8,2,2,3,5,3,3,11,3,0,1,7,3,3,3,1,1,1,2,2,8,3,6,2,7,2,2,3,2,2,3,3,2,3,2,2,3,1,1,1,3,2,3,2,1,2,2,2,2,3,3,
['0.6',2,1,1,1,4,2,1,0,1,2,4,5,3,1,0,1,0,0,0,0,0,0,1,3,4,2,5,0,4,1,0,1,1,1,3,0,0,2,1,1,1,1,0,0,2,2,3,0,0,0,0,1,2,2,2,
['0.5',0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
Drops,2,2,2,1,8,3,2,5,3,2,1,2,1,2,0,0,1,1,1,1,2,2,2,2,3,1,4,2,1,2,1,3,1,1,1,1,2,1,2,0,1,4,3,0,1,2,1,1,2,2,2,2,3,1,1,1.818181818
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gujarati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Original,4,4,4,4,16,4,4,6,5,4,4,13,4,4,2,8,3,2,2,2,2,3,4,4,13,4,11,5,8,4,3,7,4,4,4,4,3,5,4,4,4,4,4,3,4,4,3,3,3,4,4,2,3,4,4,
['0.9',4,4,4,4,16,4,4,6,6,4,4,14,4,5,1,8,3,2,2,2,2,2,4,4,13,4,11,5,8,4,2,7,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,3,4,4,2,3,4,4,
['0.8',4,4,4,4,15,4,4,5,7,4,4,12,4,3,1,7,4,3,3,1,3,3,4,4,11,4,11,4,8,4,2,7,4,4,4,4,4,4,4,3,3,4,3,4,5,3,2,3,4,4,3,1,3,4,4,
['0.7',4,3,3,3,13,4,4,4,6,4,6,10,3,2,1,6,4,3,3,0,1,2,3,3,10,4,10,4,9,4,1,5,4,4,4,4,4,3,3,3,4,2,2,1,4,2,1,4,4,4,3,1,2,4,4,
['0.6',0,0,0,0,2,5,4,1,1,1,4,5,2,0,1,3,1,1,1,0,0,1,0,3,7,4,3,2,4,2,1,1,0,0,2,0,1,0,0,0,1,0,0,0,0,0,1,1,1,2,0,0,0,0,0,
['0.5',0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
Drops,0,1,1,1,3,0,0,2,0,0,0,3,1,2,1,2,0,0,0,2,1,1,1,1,3,0,1,1,0,0,2,2,0,0,0,0,0,2,1,1,1,2,2,2,0,2,2,0,0,0,1,1,1,0,0,0.9090909091
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Original,4,4,4,4,16,4,4,6,6,4,4,12,3,4,3,7,1,1,1,1,0,0,4,4,12,4,10,3,8,4,1,8,4,4,4,4,5,4,4,3,3,2,4,2,4,4,3,3,4,4,4,4,4,4,4,
['0.9',4,4,4,4,16,4,4,6,6,4,4,12,4,5,3,8,1,1,1,2,0,1,4,4,12,4,10,3,8,4,2,7,4,4,4,4,4,4,4,3,4,2,3,2,4,4,3,4,4,4,4,4,4,4,4,
['0.8',4,4,4,4,16,4,4,6,6,4,4,12,4,5,3,7,3,3,3,2,1,1,3,3,12,4,8,2,8,4,2,7,4,4,4,4,4,4,4,3,4,2,3,2,4,4,4,3,4,4,4,3,4,4,4,
['0.7',1,2,2,2,12,4,3,2,2,5,6,11,4,4,2,5,1,1,1,1,0,0,2,2,9,3,7,2,10,3,0,5,2,2,3,3,3,2,2,1,4,1,2,1,1,2,3,2,3,4,3,3,3,3,3,
['0.6',1,1,0,0,3,3,2,1,1,3,2,5,1,1,1,4,0,0,1,0,0,0,1,1,3,1,4,0,4,1,0,2,1,1,1,1,2,1,0,0,1,0,0,0,2,2,1,0,1,1,0,0,1,1,2,
['0.5',0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,
Drops,3,2,2,2,4,0,1,4,4,0,0,1,0,0,1,2,0,0,0,0,0,0,2,2,3,1,3,1,0,1,1,3,2,2,1,1,2,2,2,2,0,1,2,1,3,2,0,1,1,0,1,1,1,1,1,1.327272727
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Korean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Original,3,3,4,2,10,5,3,3,4,3,4,13,4,3,0,5,3,3,3,1,1,1,3,3,11,4,10,4,7,4,2,5,2,2,2,3,4,3,4,3,2,2,2,1,1,1,1,2,2,3,4,4,4,4,4,
['0.9',3,3,3,3,11,5,4,5,6,3,3,13,3,2,0,6,2,1,1,2,2,2,3,2,11,4,9,4,8,4,3,4,3,3,3,3,3,3,4,3,1,2,3,1,2,1,0,1,4,2,3,4,4,4,4,
['0.8',1,1,1,2,9,3,3,2,4,3,3,11,3,2,0,4,2,1,1,1,0,1,2,2,9,4,6,3,6,3,2,2,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,1,2,3,3,3,3,3,3,
['0.7',2,1,0,0,3,2,1,2,3,1,2,10,2,1,0,3,1,1,1,1,0,0,1,2,8,3,3,2,8,3,2,3,0,2,2,1,0,1,1,1,1,0,0,1,2,2,2,0,1,1,1,1,1,1,1,
['0.6',0,0,0,0,1,6,1,0,0,0,2,9,2,0,0,0,0,0,0,0,0,0,0,0,3,2,4,1,6,2,1,1,0,1,0,0,0,1,1,1,2,0,2,0,0,0,0,0,0,0,1,0,1,1,1,
['0.5',0,0,0,0,0,4,1,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Drops,2,2,4,2,7,3,2,1,1,2,2,3,2,2,0,2,2,2,2,0,1,1,2,1,3,1,7,2,1,1,0,3,2,1,1,2,4,2,3,2,1,2,2,0,0,0,1,2,1,2,3,3,3,3,3,1.981818182
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Original,4,4,4,4,14,4,4,8,8,4,4,15,4,4,1,8,3,3,3,1,1,1,4,4,12,4,7,4,7,4,3,8,4,4,4,4,3,4,3,4,4,2,2,3,3,3,3,2,4,4,4,4,4,4,4,
['0.9',4,4,4,4,13,4,4,7,7,4,4,16,4,2,2,8,4,4,4,1,1,2,4,4,11,4,7,5,8,4,3,8,4,4,4,4,3,4,2,4,4,2,2,4,1,2,2,2,4,4,4,4,5,4,4,
['0.8',3,3,4,4,13,3,3,8,8,5,4,16,4,4,3,7,4,4,4,1,1,2,4,4,12,4,8,4,9,4,3,9,3,4,4,4,4,3,1,2,4,1,1,3,3,3,3,3,4,4,3,4,4,4,4,
['0.7',3,3,2,2,7,3,3,4,6,3,3,12,3,1,0,1,3,2,2,0,0,0,4,4,9,4,9,3,6,3,1,4,4,4,4,3,2,2,1,1,4,1,0,0,2,2,2,1,1,1,1,3,3,3,3,
['0.6',1,1,1,1,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,1,0,0,2,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,0,0,1,
['0.5',0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Drops,1,1,2,2,7,1,1,4,2,1,1,3,1,3,1,7,0,1,1,1,1,1,0,0,3,0,0,1,1,1,2,4,1,0,0,1,1,2,2,3,0,1,2,3,2,1,1,1,3,3,3,1,1,1,1,1.618181818
