,please',call',stella',ask',her',to',bring',these',things',with',from',the',store',six',spoons',of',fresh',snow',peas',five',thick',slabs',blue',cheese',and',maybe',a',snack',for',brother',bob',we',also',need',small',plastic',snake',big',toy',frog',kids',she',can',scoop',into',three',red',bags',will',go',meet',wednesday',at',train',station'],
Original,4,4,4,3,16,5,4,8,8,5,4,13,4,2,1,6,4,4,4,2,3,3,4,4,11,4,10,4,8,4,3,6,3,3,4,4,4,4,4,2,4,5,4,1,4,4,4,3,3,4,4,4,5,4,4,
['5',4,4,4,3,16,4,4,7,8,5,4,14,4,2,1,7,4,4,4,2,2,3,4,4,11,4,9,4,8,4,3,6,3,4,4,4,4,4,1,3,4,4,4,2,4,4,4,4,3,4,4,4,5,4,4,
['10',4,4,4,3,14,4,4,8,8,5,4,15,4,2,1,7,4,4,4,2,2,3,4,4,11,4,8,3,7,4,3,6,3,4,4,4,3,4,2,3,4,2,3,2,4,4,4,3,3,4,4,4,5,4,4,
['15',4,4,4,3,15,4,4,8,8,4,4,12,4,2,1,7,4,4,4,2,1,2,4,4,11,3,11,3,8,4,3,5,3,4,4,3,4,4,2,3,4,3,4,1,4,4,4,3,2,4,4,4,5,4,4,
['20',4,4,4,3,14,4,4,7,8,5,4,15,4,0,0,7,4,4,4,1,1,1,3,3,10,4,9,4,6,4,3,5,3,3,4,4,3,4,3,2,4,3,4,2,4,4,4,3,2,3,4,4,5,4,4,
['25',5,4,4,3,14,5,4,8,8,5,4,15,4,0,2,6,2,2,2,1,2,2,3,3,10,3,8,3,7,4,4,4,2,2,3,3,3,4,1,3,4,3,3,1,4,4,3,2,2,3,3,4,4,4,4,
Drops,0,0,0,0,2,1,0,1,0,1,0,1,0,2,1,0,2,2,2,1,2,2,1,1,1,1,2,1,2,0,0,2,1,1,1,1,1,0,3,0,0,3,1,0,0,0,1,1,1,1,1,0,1,0,0,0.8909090909
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gujarati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Original,4,4,4,4,16,4,4,6,5,4,4,13,4,4,2,8,3,2,2,2,2,3,4,4,13,4,11,5,8,4,3,7,4,4,4,4,3,5,4,4,4,4,4,3,4,4,3,3,3,4,4,2,3,4,4,
['5',5,4,4,4,15,4,4,5,5,4,4,14,4,4,2,8,2,2,2,1,2,2,4,4,13,4,11,6,8,4,3,7,4,4,4,4,2,4,3,4,4,4,4,3,3,3,3,3,3,4,3,2,4,4,4,
['10',4,4,4,4,15,5,4,5,6,3,4,14,4,2,1,8,3,2,2,1,2,3,4,4,14,4,10,5,8,4,3,6,4,4,4,4,3,4,3,4,4,4,4,4,3,4,2,3,3,4,4,2,3,4,4,
['15',4,4,4,4,14,4,4,4,6,3,4,14,4,2,2,8,4,3,3,0,2,3,4,4,12,4,11,4,8,4,3,6,3,4,4,4,3,4,4,4,4,3,4,3,4,4,2,3,3,4,3,1,3,4,4,
['20',5,4,4,4,13,5,4,4,6,2,5,15,4,2,2,8,3,2,2,0,3,3,4,4,12,4,9,4,7,4,2,6,3,4,4,4,3,4,3,4,4,4,4,4,4,4,2,3,4,4,3,2,4,4,4,
['25',5,4,4,4,15,4,4,4,6,4,4,15,4,3,1,7,3,2,2,2,2,2,3,3,13,4,10,5,9,4,2,5,4,6,4,4,2,2,3,3,4,4,5,4,3,3,2,3,2,3,2,3,3,4,4,
Drops,0,0,0,0,3,0,0,2,0,2,0,0,0,2,1,1,1,0,0,2,0,1,1,1,1,0,2,1,1,0,1,2,1,0,0,0,1,3,1,1,0,1,0,0,1,1,1,0,1,1,2,1,0,0,0,0.7454545455
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Original,4,4,4,4,16,4,4,6,6,4,4,12,3,4,3,7,1,1,1,1,0,0,4,4,12,4,10,3,8,4,1,8,4,4,4,4,5,4,4,3,3,2,4,2,4,4,3,3,4,4,4,4,4,4,4,
['5',4,4,4,4,15,4,4,6,6,4,4,12,3,4,3,8,1,1,1,1,0,0,3,3,12,4,11,3,8,4,1,8,4,4,4,4,5,4,3,2,4,2,4,2,4,4,4,3,4,4,3,4,4,4,4,
['10',4,4,4,4,15,4,4,5,5,4,4,12,4,3,2,7,1,1,1,1,0,0,3,3,12,4,11,3,8,3,0,8,4,4,4,4,5,3,2,3,4,2,3,2,4,4,3,3,4,4,3,4,4,4,4,
['15',4,4,4,4,16,4,4,6,6,5,4,12,3,4,2,7,1,1,1,1,0,0,3,3,12,4,12,4,7,4,1,7,4,4,4,4,4,3,2,2,4,2,3,2,4,4,2,2,3,4,3,4,4,4,4,
['20',4,4,4,4,15,5,4,4,5,4,4,12,4,6,3,8,1,1,1,2,0,0,3,3,12,4,10,3,8,4,1,6,4,4,4,4,5,4,2,3,4,1,2,2,3,4,3,2,3,4,2,4,4,4,4,
['25',4,4,4,4,15,4,4,4,4,5,4,12,4,6,1,6,1,1,1,2,0,0,3,3,11,3,10,3,6,4,0,5,3,3,3,4,5,4,3,3,4,1,1,1,2,2,2,2,3,4,3,4,4,4,4,
Drops,0,0,0,0,1,0,0,2,2,0,0,0,0,1,2,1,0,0,0,0,0,0,1,1,1,1,0,0,2,1,1,3,1,1,1,0,1,1,2,1,0,1,3,1,2,2,1,1,1,0,2,0,0,0,0,0.7636363636
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Korean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Original,3,3,4,2,10,5,3,3,4,3,4,13,4,3,0,5,3,3,3,1,1,1,3,3,11,4,10,4,7,4,2,5,2,2,2,3,4,3,4,3,2,2,2,1,1,1,1,2,2,3,4,4,4,4,4,
['5',2,3,3,1,11,4,3,2,4,3,4,15,4,2,0,5,2,2,2,1,2,1,3,3,12,4,8,4,7,4,2,5,2,2,2,2,2,3,3,2,2,3,3,1,2,1,1,1,2,2,3,4,4,4,4,
['10',3,3,4,3,10,5,4,2,5,4,3,13,3,2,0,6,2,2,2,1,1,1,2,1,10,4,9,4,5,3,2,4,2,2,3,3,3,4,2,2,2,1,2,1,1,0,0,1,1,3,4,3,3,3,3,
['15',3,3,3,1,10,4,3,2,3,4,4,13,4,1,0,5,2,2,2,0,1,1,1,1,9,3,7,3,6,4,3,3,2,2,2,2,2,3,3,3,2,1,1,0,2,2,0,1,1,2,2,4,4,3,3,
['20',4,3,2,1,8,5,3,0,3,3,4,12,4,2,0,4,1,1,1,0,0,1,2,2,8,3,9,3,7,3,3,4,1,2,3,2,2,4,3,2,2,1,0,0,2,1,0,2,2,2,2,4,4,4,4,
['25',2,2,0,1,8,6,4,3,6,2,4,17,4,1,0,5,1,1,1,0,0,1,2,1,7,2,9,3,6,3,2,2,1,1,3,2,1,3,2,2,1,1,0,0,2,2,1,2,1,3,2,3,4,3,3,
Drops,1,1,4,1,2,1,0,3,1,1,1,1,1,2,0,1,2,2,2,1,1,0,2,2,4,2,3,1,2,1,0,3,1,1,0,1,3,0,2,1,1,1,2,1,0,1,1,1,1,1,2,1,1,1,1,1.345454545
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Original,4,4,4,4,14,4,4,8,8,4,4,15,4,4,1,8,3,3,3,1,1,1,4,4,12,4,7,4,7,4,3,8,4,4,4,4,3,4,3,4,4,2,2,3,3,3,3,2,4,4,4,4,4,4,4,
['5',5,4,4,4,15,3,3,7,8,5,4,15,4,3,2,6,3,3,2,1,0,1,5,4,12,4,8,4,7,4,3,8,4,4,4,5,4,4,2,4,4,1,1,3,2,2,2,2,4,4,4,4,4,4,4,
['10',4,4,4,4,13,4,4,9,8,5,4,13,4,4,0,7,3,3,1,1,0,0,5,4,12,4,10,4,6,4,3,8,4,4,4,4,2,4,2,4,3,2,2,4,3,3,3,2,4,4,3,4,4,4,4,
['15',4,4,4,4,15,4,4,7,7,6,4,13,4,3,1,7,3,3,3,1,0,1,5,4,11,4,10,4,5,4,3,8,4,4,4,5,3,4,2,4,2,2,2,4,2,3,3,3,4,4,4,4,4,4,4,
['20',3,3,4,3,13,3,3,6,7,6,4,17,4,2,1,7,3,3,2,0,0,1,4,4,11,3,8,3,6,4,2,8,4,4,4,4,4,3,2,4,3,2,2,3,1,1,0,1,4,3,3,4,4,4,4,
['25',4,4,4,3,10,3,3,7,8,6,4,15,4,3,1,7,3,3,3,1,0,0,4,4,12,3,11,4,7,4,3,7,4,4,4,4,4,3,2,3,4,2,1,2,1,2,1,2,4,4,2,4,4,4,4,
Drops,1,1,0,1,4,1,1,2,1,0,0,2,0,2,1,2,0,0,2,1,1,1,0,0,1,1,0,1,2,0,1,1,0,0,0,0,1,1,1,1,2,1,1,1,2,2,3,1,0,1,2,0,0,0,0,0.9272727273
