,please',call',stella',ask',her',to',bring',these',things',with',from',the',store',six',spoons',of',fresh',snow',peas',five',thick',slabs',blue',cheese',and',maybe',a',snack',for',brother',bob',we',also',need',small',plastic',snake',big',toy',frog',kids',she',can',scoop',into',three',red',bags',will',go',meet',wednesday',at',train',station'],
Original,4,4,4,4,16,4,4,8,8,4,4,12,4,0,2,8,4,4,4,0,4,4,4,4,11,4,12,4,8,4,4,8,4,4,4,4,4,4,4,4,4,4,4,3,4,0,4,4,4,4,4,4,4,4,4,
['900',4,4,4,3,16,4,4,8,8,4,5,12,4,0,2,8,4,4,4,0,1,3,4,4,11,4,12,4,7,5,3,8,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,5,4,4,
['800',4,4,4,3,15,4,4,8,8,4,5,12,4,0,1,8,4,4,4,0,1,3,4,4,11,4,12,4,7,5,3,8,4,4,4,4,4,4,3,3,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,
['700',4,4,4,3,15,4,4,8,8,5,5,12,4,1,1,6,4,4,4,0,1,3,4,4,11,4,12,4,7,5,3,8,4,4,4,4,4,4,2,3,4,3,3,3,4,0,4,4,4,4,4,4,4,4,4,
['600',4,3,4,3,15,4,4,8,8,4,5,12,4,0,1,6,4,4,4,1,0,2,4,4,11,4,13,4,7,5,3,8,4,4,4,4,4,4,2,3,3,3,3,3,4,0,3,3,4,5,4,4,4,4,4,
['500',4,3,4,3,14,4,4,7,8,4,5,12,4,0,1,6,4,4,4,0,0,2,3,3,11,4,12,4,7,5,3,9,4,4,4,4,3,5,2,1,4,1,2,2,3,0,3,3,4,4,3,4,4,4,4,
Drops,0,1,0,1,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,4,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,2,3,1,3,2,1,1,0,1,1,0,0,1,0,0,0,0,0.6363636364
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gujarati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Original,4,4,4,4,16,4,4,7,8,4,4,12,4,0,3,8,4,4,4,0,2,3,4,4,12,4,11,5,8,4,4,8,4,4,4,4,3,4,4,3,4,4,4,4,4,0,4,4,4,4,4,3,4,4,4,
['900',4,4,4,4,16,4,4,7,8,4,4,11,4,1,2,8,4,4,4,0,2,3,4,4,13,4,13,4,8,4,4,8,4,4,4,4,4,4,4,3,4,4,4,4,4,0,4,4,4,4,4,2,3,4,4,
['800',4,4,4,4,16,4,4,7,8,4,4,11,4,1,2,8,4,4,4,0,1,2,4,4,13,4,12,4,8,4,4,7,4,4,4,4,4,4,4,3,4,4,4,4,4,1,3,4,4,4,4,2,3,4,4,
['700',4,4,4,4,15,4,4,6,8,3,4,11,4,1,2,8,4,4,4,0,1,2,4,4,13,4,13,4,8,4,4,7,4,4,4,4,4,5,4,3,4,4,4,4,4,1,3,4,4,4,4,2,3,3,3,
['600',5,4,4,4,15,4,4,6,8,3,4,12,4,2,2,8,3,3,3,0,1,2,3,3,14,4,12,4,8,4,3,7,4,4,4,4,4,5,4,3,4,3,4,4,3,1,2,4,4,4,4,2,3,3,3,
['500',5,4,4,4,13,4,4,5,8,2,4,14,4,1,2,8,3,3,3,0,1,2,3,3,13,4,11,4,8,4,3,7,4,3,4,4,4,4,3,3,3,2,3,2,2,1,1,3,4,4,3,2,3,3,3,
Drops,0,0,0,0,3,0,0,2,0,2,0,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,2,1,2,2,0,3,1,0,0,1,1,1,1,1,0.6909090909
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Original,4,4,4,3,16,4,4,6,6,4,4,12,4,0,3,7,3,1,1,0,2,2,4,4,10,4,11,3,8,4,2,8,4,4,4,4,5,4,4,3,4,4,4,3,4,0,4,4,4,4,4,4,4,4,4,
['900',4,4,4,4,16,4,4,6,6,4,4,12,4,3,4,8,4,3,3,0,1,2,4,4,11,4,11,3,8,4,3,8,4,4,4,4,5,4,3,3,4,3,3,4,4,0,4,4,4,4,4,4,4,4,4,
['800',4,4,4,4,16,4,4,5,6,4,4,12,4,3,3,8,4,4,4,0,1,2,4,4,11,4,11,3,9,4,3,8,4,4,4,4,5,5,3,3,4,3,4,4,4,0,4,4,4,4,4,4,4,4,4,
['700',4,4,4,4,16,4,4,5,6,4,5,12,3,2,3,8,4,4,4,0,0,3,4,4,11,4,11,3,9,4,3,8,4,4,4,4,4,5,3,2,3,3,3,4,4,0,4,4,4,4,4,4,4,4,4,
['600',4,4,4,4,16,4,4,6,7,4,5,12,3,3,3,8,4,4,4,0,1,3,4,4,11,4,11,3,9,4,3,8,4,4,4,4,4,4,3,2,4,3,3,2,4,0,4,4,4,4,4,4,4,4,4,
['500',3,3,3,3,15,4,4,6,7,5,5,12,3,2,2,8,3,3,3,0,0,1,3,3,12,4,11,2,9,4,2,9,4,4,4,4,5,4,3,2,4,2,3,2,4,1,3,3,4,4,3,4,4,3,3,
Drops,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,2,1,1,0,0,1,1,0,0,1,0,0,1,1,0.4727272727
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Korean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Original,3,2,1,1,10,3,3,6,7,3,3,12,4,0,1,5,3,2,2,1,0,0,3,3,11,4,11,4,7,4,4,5,4,4,4,3,4,3,3,3,1,4,3,2,3,2,2,4,2,3,4,4,3,3,3,
['900',3,3,2,1,10,4,3,7,7,2,4,11,5,1,1,6,3,3,3,0,0,0,2,2,11,4,11,4,8,4,4,5,3,3,3,3,3,3,3,2,3,3,3,3,3,2,2,4,2,2,4,4,4,4,4,
['800',3,1,1,1,9,2,2,5,7,1,4,11,4,0,0,7,3,2,2,0,0,0,2,2,11,3,10,2,7,4,3,5,3,3,4,3,4,3,2,2,3,4,3,3,3,2,1,3,2,2,4,4,4,4,4,
['700',3,1,1,0,7,3,2,4,4,2,3,11,3,0,0,6,3,2,1,1,0,0,2,2,10,3,11,2,8,4,3,4,3,3,4,3,4,3,2,2,3,3,2,2,3,1,1,3,1,2,3,4,4,4,4,
['600',3,0,0,2,7,3,2,3,4,3,3,14,3,0,0,6,3,3,2,0,0,1,2,2,11,3,12,2,6,4,3,4,3,3,3,3,4,3,2,1,3,2,2,2,2,2,0,2,1,2,3,4,4,4,4,
['500',3,1,0,0,6,3,2,2,3,4,3,10,4,0,0,4,2,1,1,1,0,0,1,1,12,2,11,2,6,4,2,6,3,4,4,3,3,4,2,1,3,2,2,2,2,2,0,1,4,1,2,3,3,3,3,
Drops,0,2,1,1,4,1,1,4,4,2,0,2,1,0,1,1,1,1,1,1,0,0,2,2,1,2,1,2,1,0,2,1,1,1,1,0,1,0,1,2,0,2,1,0,1,1,2,3,1,2,2,1,0,0,0,1.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Original,4,4,3,3,13,3,4,8,8,4,4,13,4,1,4,9,4,4,4,2,2,3,4,4,9,4,9,5,7,4,3,8,4,4,4,4,3,4,3,2,4,4,4,4,3,0,2,3,4,4,3,4,4,4,4,
['900',4,4,3,3,10,3,4,8,8,3,4,13,4,1,2,8,4,4,4,2,0,3,4,4,11,4,10,4,7,4,3,8,4,4,4,5,3,5,2,2,4,3,3,4,3,0,3,3,4,4,2,3,4,4,4,
['800',4,4,4,3,10,3,4,8,8,3,4,13,4,1,2,7,3,3,3,1,0,3,4,4,11,4,9,4,8,4,3,8,4,4,5,5,3,5,2,2,4,2,2,4,4,0,4,3,4,4,2,3,4,4,4,
['700',4,4,3,3,10,3,4,8,8,4,4,14,4,0,1,5,2,2,2,1,0,3,4,4,12,4,11,4,7,4,3,8,4,4,4,5,3,5,2,2,4,3,3,4,3,0,3,3,4,4,2,3,4,4,4,
['600',4,4,3,3,10,3,4,7,8,4,4,15,4,0,0,4,2,2,2,1,0,2,4,4,12,4,10,4,6,4,3,9,4,4,4,5,3,5,2,2,4,2,3,2,1,1,2,3,4,4,2,2,4,4,4,
['500',4,4,3,2,11,3,4,5,7,4,4,17,4,0,0,3,1,1,1,1,0,2,2,2,10,4,10,3,7,4,3,8,4,4,4,5,1,4,1,2,4,1,2,2,1,1,2,2,4,4,1,2,4,4,4,
Drops,0,0,0,1,3,0,0,3,1,1,0,0,0,1,4,6,3,3,3,1,2,1,2,2,0,0,0,2,1,0,0,0,0,0,0,0,2,0,2,0,0,3,2,2,2,0,0,1,0,0,2,2,0,0,0,1.054545455
